iter	RMSE
1554	4.09350399511555	4.09315179411556	4.09233414911557	4.09161492111558	4.09148119811559	4.09002202411560	4.08930751311561	4.08803604211562	4.08659995411563	4.08657012411564	4.08649083151565	4.08431221561566	4.08281601561567	4.08198331561568	4.07888021561569	4.07711441571570	4.07550191571571	4.07443771571572	4.07324061571573	4.07145331571574	4.06904731571575	4.06864091571576	4.06821321571577	4.067221578	1578	4.0658315791579	4.065051580	1580	4.064131581	1581	4.059401582	1582	4.058531583	1583	4.0575715841584	4.05735115851585	4.05371915861586	4.05308815871587	4.0521131581588	4.0510614151589	4.05011600151590	4.04876352151591	4.0483869711592	4.04820747
1593	4.047427123
1594	4.047314211
1595	4.045901253
1596	4.045181652
1597	4.044173006
1598	4.043687557
1599	4.038929566
1600	4.037468773
1601	4.034419405
1602	4.03357416
1603	4.032585471
1604	4.030263286
1605	4.029866905
1606	4.028328827
1607	4.027246164
1608	4.026703714
1609	4.025840823
1610	4.02539374
1611	4.024947533
1612	4.021529579
1613	4.021486468
1614	4.019466971
1615	4.016674571
1616	4.012430303
1617	4.010513977
1618	4.009375479
1619	4.008272158
1620	4.007776564
1621	4.004518425
1622	4.003484042
1623	4.001215055
1624	3.999078457
1625	3.996538966
1626	3.9954071
1627	3.991118036
1628	3.989391758
1629	3.986725282
1630	3.985678288
1631	3.984346524
1632	3.980742474
1633	3.975499101
1634	3.973554174
1635	3.970503773
1636	3.968726035
1637	3.966482437
1638	3.965679037
1639	3.963472781
1640	3.962322132
1641	3.956102012
1642	3.955536358
1643	3.955399785
1644	3.954756523
1645	3.953397342
1646	3.952085185
1647	3.952006358
1648	3.951503473
1649	3.95073414
1650	3.949262198
1651	3.948614462
1652	3.947193464
1653	3.944725003
1654	3.943007702
1655	3.942307945
1656	3.940631054
1657	3.93776079
1658	3.937383281
1659	3.934244218
1660	3.92893500211661	3.92729853311662	3.92492578511663	3.92482419111664	3.92274391111665	3.92250313711666	3.92149034411667	3.91994238711668	3.91953647161669	3.91924730161670	3.91848084161671	3.91603158161672	3.9150721111673	3.91475396311674	3.91272630511675	3.91163437911676	3.91061382411677	3.90900190911678	3.90734846311679	3.90680067511680	3.90510709911681	3.90341307
1682	3.902240117
1683	3.901777142
1684	3.901589686
1685	3.898970005
1686	3.898782802
1687	3.897381997
1688	3.895383516
1689	3.892287535
1690	3.89167573161691	3.89094865161692	3.88996105161693	3.8884295511694	3.8860297
1695	3.884276978
1696	3.882955285
1697	3.88074339
1698	3.879055736
1699	3.876932375
1700	3.876292805
1701	3.873846509
1702	3.87269279
1703	3.872075866
1704	3.871712443
1705	3.870501071
1706	3.868307484
1707	3.866322584
1708	3.864578196
1709	3.864247963
1710	3.862356495
1711	3.860643649
1712	3.860606632
1713	3.858637949
1714	3.856435442
1715	3.85585082
1716	3.855701058
1717	3.852110414
1718	3.850046685
1719	3.849985878
1720	3.846255467
1721	3.844912327
1722	3.84442655
1723	3.844210684
1724	3.842616326
1725	3.840490613
1726	3.840161005
1727	3.839110552
1728	3.836393387
1729	3.835533322
1730	3.834667314
1731	3.834573488
1732	3.831947924
1733	3.831679456
1734	3.83148662611735	3.83010412911736	3.82868889611737	3.82509016311738	3.82234836411739	3.82117588611740	3.81904610711741	3.81658827211742	3.81448893111743	3.81264923611744	3.81158191711745	3.80891660911746	3.80812967711747	3.80692360911748	3.80667299111749	3.80420324171750	3.80387817511751	3.80173717521752	3.8014791751753	3.79961481751754	3.79953381751755	3.7982627171756	3.79715932171757	3.79353518171758	3.79249354171759	3.79207422171760	3.78975261761761	3.78964261761762	3.78942061761763	3.7872558171764	3.78601722171765	3.78494884171766	3.78414467171767	3.7829039111768	3.78214391111769	3.77954976111770	3.77856166171771	3.7704060711772	3.76877822611773	3.7674134
1774	3.766120128
1775	3.765824105
1776	3.765371906
1777	3.76330247211778	3.76145008171779	3.76076894111780	3.7583806511781	3.75723559911782	3.75553947711783	3.75353816811784	3.75157311411785	3.75004332111786	3.74718435111787	3.74656003111788	3.74579000111789	3.74421407111790	3.74387295111791	3.74330482111792	3.74214832111793	3.74130298111794	3.74100631111795	3.74074398111796	3.73968223111797	3.73945775111798	3.73724379111799	3.73403949111800	3.73044112181801	3.72857201181802	3.72811841181803	3.7269414811804	3.72623411811805	3.72514842111806	3.72385050181807	3.72308704181808	3.72025623181809	3.71866294181810	3.71613046181811	3.71521581181812	3.71281696181813	3.70964944181814	3.70760892181815	3.70667568181816	3.70581679181817	3.70434571181818	3.70009951181819	3.69971181181820	3.69909111181821	3.69811551181822	3.69789771181823	3.69607871181824	3.69589071181825	3.69273841181826	3.69161131181827	3.69125911181828	3.68951021181829	3.68890751181830	3.68500271181831	3.68405661181832	3.68265518181833	3.68135718181834	3.68100118181835	3.67982918181836	3.67740318181837	3.67649611831838	3.67622181831839	3.6745118181840	3.6738711811841	3.67379931811842	3.67294618411843	3.66871018411844	3.66781118411845	3.6629851841846	3.66199301841847	3.66174841841848	3.65955231841849	3.65683751851850	3.65537191851851	3.65395321851852	3.65281941851853	3.65179211851854	3.65063311851855	3.64928491851856	3.64807531851857	3.64636271851858	3.64461051851859	3.64316641861860	3.6427526181861	3.64048042181862	3.64003559181863	3.63880533181864	3.63846683181865	3.63695334181866	3.63391171181867	3.63348349181868	3.63209903181869	3.63021519181870	3.62964992181871	3.62884939181872	3.62715016181873	3.6251467611874	3.62482803711875	3.62330663611876	3.62131476811877	3.62095885711878	3.61930272111879	3.61844476
1880	3.617892375
1881	3.617342461
1882	3.616121061
1883	3.615162866
1884	3.614896364
1885	3.611269077
1886	3.60943663
1887	3.608868262
1888	3.607963058
1889	3.606537078
1890	3.605507422
1891	3.603571435
1892	3.600484586
1893	3.599190242
1894	3.597337201
1895	3.596870936
1896	3.596262543
1897	3.593594668
1898	3.590099743
1899	3.588017207
1900	3.586462416
1901	3.585495892
1902	3.584924891
1903	3.582629307
1904	3.58225511
1905	3.580509991
1906	3.576899497
1907	3.575749953
1908	3.574092424
1909	3.573794641
1910	3.572861274
1911	3.569072613
1912	3.565277417
1913	3.563500996
1914	3.563400238
1915	3.562294682
1916	3.562135396
1917	3.55945707311918	3.55858245211919	3.55665797711920	3.55626669211921	3.55460590711922	3.55308916211923	3.55197612711924	3.55145276111925	3.55083169111926	3.54964179311927	3.54934324311928	3.54903899111929	3.54769329111930	3.5465397111931	3.54538088611932	3.54450534611933	3.54144507191934	3.54104561191935	3.54097085191936	3.53898232191937	3.5366770911938	3.5359319511939	3.53228058611940	3.53199883911941	3.53175706
1942	3.531437059
1943	3.53101678
1944	3.527516708
1945	3.526994163
1946	3.526699313
1947	3.526181519
1948	3.524657466
1949	3.52394372
1950	3.523467257
1951	3.523069618
1952	3.52260721
1953	3.520696629
1954	3.51979015
1955	3.519740472
1956	3.518692858
1957	3.517119068
1958	3.516427572
1959	3.514137956
1960	3.51310996
1961	3.511517532
1962	3.511044453
1963	3.510350069
1964	3.509938633
1965	3.509471532
1966	3.506728277
1967	3.506611799
1968	3.505598545
1969	3.504993612
1970	3.502233415
1971	3.500512792
1972	3.498303766
1973	3.496235322
1974	3.496025438
1975	3.493663606
1976	3.49265865
1977	3.492109391
1978	3.491118729
1979	3.487840255
1980	3.486844999
1981	3.486156121
1982	3.485862368
1983	3.485535464
1984	3.484737769
1985	3.48211257
1986	3.477667307
1987	3.477528825
1988	3.476479448
1989	3.474456176
1990	3.474044032
1991	3.472354357
1992	3.47055949811993	3.47022544311994	3.46969619311995	3.46744357611996	3.46705500711997	3.46521762911998	3.46343096411999	3.46092215
1996
