iter	RMSE
190	8.7559892521191	8.7440974871192	8.7422597591193	8.7324823541194	8.7323036831195	8.7174366211196	8.7043366021197	8.6957894619198	8.6893374619199	8.6889086200200	8.6810183201201	8.6708154202202	8.6664740203203	8.6603687204204	8.6407309205205	8.6305657206206	8.6237444207207	8.6176787208208	8.6110043209209	8.6015108210210	8.5910406211211	8.5826342212212	8.5759742213213	8.5713832214214	8.5593232215215	8.5530721216216	8.5375021217217	8.5322721218218	8.5250621219219	8.5139622220220	8.504221	221221	8.489222	222222	8.484223	223223	8.479224	224224	8.474225	225225	8.463226	226226	8.457227	227227	8.44228	7228228	8.4229	7.229229	8.4230	7.230230	8.4231	7.231231	8232	7.7823232	8.233	7.7723233	8.234	7.772234	8.3235	7.72235	8.36236	7.72236	8.36237	7.7237	8.354238	7.7238	8.340239	7.2239	8.333240	7.2240	8.32241	7.72241	8.31242	7.72242	8.31243	7.72243	8.30244	7.62244	8.29245	7.6245	8.288246	7.6246	8.288247	7.6247	8.278248	7.248	8.2618249	7.249	8.2570250	7.250	8.2497251	7.251	8.2475252	7.252	8.2454253	7.253	8.2454254	72254	8.2421255	72255	8.2366256	72256	8.2366257	72257	8.2301258	7258	8.22040259	7259	8.21185260	7260	8.21035261	7261	8.20768262	7262	8.20162263	7263	8.18977264	7264	8.17513265	7265	8.16729266	7266	8.15975267	7267	8.15905268	7268	8.15106269	7269	8.14763270	7270	8.14472271	7271	8.14468272	7272	8.14168273	273	8.136079274274	8.1341556275275	8.1241655276276	8.1185020277277	8.1037287278278	8.0882490272279	8.0843028282280	8.0827347282281	8.0755653282282	8.0724999282283	8.0623617282284	8.057821228285	8.057815212286	8.05126993
287	8.045926661
288	8.023243682
289	8.017943019
290	8.010303616
291	8.008407923
292	8.006826912
293	8.004758561
294	8.001723601
295	7.998778934
296	7.991877286
297	7.989771299
298	7.986909769
299	7.9778597043300	7.9679610883301	7.9635051013302	7.9615412623303	7.9534239873304	7.9514234173305	7.9504148573306	7.9439492830307	7.934622793308	7.93180451
309	7.928627546
310	7.927956939
311	7.92723948
312	7.923500485
313	7.911664081
314	7.910786865
315	7.905734372
316	7.903523452
317	7.895766869
318	7.893945996
319	7.887064545
320	7.880423266
321	7.865361839
322	7.865192539
323	7.860872746
324	7.854416281
325	7.848499555
326	7.841677744
327	7.837292063
328	7.830046926
329	7.8252743133330	7.8207466933331	7.8107830333332	7.8019233333333	7.795703343334	7.7939503353335	7.7934753363336	7.78731337	3337	7.78462338	3338	7.7830339	33339	7.780340	634340	7.778341	634341	7.767342	634342	7.756343	634343	7.749344	634344	7.742345	345345	7.739346	346346	7.729347	347347	7.721348348	348	7.715349349	349	7.707350350	350	7.70635351	7351	7.70035352	7352	7.69735353	7353	7.69235354	7354	7.68935355	7355	7.68535356	7356	7.67535357	7357	7.67435358	7358	7.67035359	7359	7.66636360	7360	7.66536361	7361	7.6563362	7.362	7.6436363	7.363	7.364	364	7.364	7.365	365	7.365	7.366	366	7.366	7.367	367	7.367	7.368	368	7.368	7.369	369	7.369	7.370370	7.5370	7.371371	7.5371	7.37372	7.58372	7.37373	7.57373	7.37374	7.57374	7.37375	7.56375	7.37376	7.56376	7.37377	7.56377	7.37378	7.55378	7.37379	7.54379	7.38380	7.54380	7381381	7.53381	7382382	7.52382	7383383	7.52383	7384384	7.51384	7385385	7.51385	7386386	7.51386	7387387	7.49387	7388388	7.48388	7389389	7.48389	7390390	7.48390	391	391	7.47391	392	392	7.46392	393	393	7.45393	394	394	7.45394	395	395	7.44395	396	396	7.43396	397	397	7.43397	398	398	7.41398	399	399	7.40399	400	400	7.40400	401	401	7.39401	402	402	7.39402	403	403	7.39403	404	404	7.38404	405	405	7.38405	406	406	7.38406	407	407	7.37407408	6408	7.37408409	409	7.369409410	410	7.360410411	411	7.358411412412	7.3515412413413	7.3449413414414	7.335041441415	7.3330541541416	7.3288741641417	7.3255241741418	7.3181741841419	7.3160419	42420	7.3142420	42421	7.3121421	4422	7.30627422	4423	7.30118423	4424	7.30077424	4425	7.29541425	4426	7.28866426	4427	7.28821427	4428	7.28576428	4429	7.2821429	74430	7.2752430	74431	7.2747431	74432	7.2709432	74433	7.268433	7.4434	7.264434	7.435	7.2573435	7.436	7.2475436	7.437	7.2470437	7.438	7.2389438	7.439	7.2370439	7.440	7.2303440	441	7.229017441	442	7.221536442	443	7.21994443	7444	7.21437444	7445	7.20669445	7446	7.20024446	7447	7.1966447	7.448	7.193448	7.1449	7.191449	7.1450	7.186450	7.1451	7.180451	7.1452	7.18452	7.14453	7.17453	7.1454	7.173454	7.1455	7.16455	7.1456	7.161456	7.1457	7.161457	7.1458	7.156458	7.1459	7.154459	7.1460	7.153460	7.1461	7.148461	7.1462	7.142462	7.1463	7.137463	7.1464	7.132464	7.1465	7.122465	7.0466	7.120466	7.0467	7.115467	7.0468	7.110468	7.0469	7.106469	7.0470	7.103470	7.0471	7.09471	7.06472	7.08472	7.05473	7.07473	7.05474	7.07474	7.05475	7.0475	7.044476	7.0476	7.039477	7.0477	7.035478	7.0478	7.032479	7.0479	7.02480	7.04480	7.0481	7.039481	7.482	7.0381482	7.483	7.031483	7.0484	7.025484	6.9485	7.020485	6.9486	7.012486	6.9487	7.00487	6.98488	6.99488	6.98489	6.99489	6.98490	6.98490	6.97491	6.98491	6.96492	6.98492	6.96493	6.97493	6.95494	6.97494	6.94495	6.96495	6.94496	6.95496	6.93497	6.94497	6.93498	6.93498	6.92499	6.92499	6.92500	6.92500	6.92501	6.92501	6.91502	6.91502	6.91503	6.91503	6.91504	6.9504	6.900505	6.8505	6.894506	6.8506	6.887507	6.507	6.8804508	6.508	6.8795509	6.509	6.8794510	6.510	6.8738511	6.511	6.8664512	6.512	6.8655513	6.513	6.857514	6.8514	6.84515	6.83515	6.84516	6.83516	6.84517	6.83517	6.83518	6.83518	6.83519	6.8519	6.82520	6.81520	6.82521	6.81521	6.81522	6.81522	6.8523	6.809523	6.8524	6.802524	6.8525	6.800525	6.8526	6.797526	6.7527	6.793527	6.7528	6.790528	6.7529	6.78529	6.78530	6.78530	6.78531	6.77531	6.77532	6.77532	6.76533	6.76533	6.75534	6.76534	6.75535	6.75535	6.7536	6.752536	6.7537	6.750537	6.7538	6.742538	6.7539	6.739539	6.7540	6.727540	6.7541	6.724541	6.7542	6.721542	6.7543	6.716543	6.7544	6.704544	6.7545	6.698545	6.7546	6.696546	6.7547	6.694547	6.7548	6.693548	6.549	6.6923549	6.550	6.6834550	6.551	6.6819551	6.552	6.6755552	6.553	6.670553	6.554	6.6689554	6.555	6.6658555	6.556	6.6592556	6.557	6.6558557	6.558	6.6428558	6.559	6.6378559	6.560	6.6365560	6.561	6.6337561	6.562	6.6317562	6.563	6.6308563	6.564	6.6223564	6.565	6.6197565	6.566	6.6160566	6.567	6.6147567	6.568	6.6123568	6.569	6.6003569	6.570	6.5959570	6.571	6.5948571	6.572	6.5880572	6.573	6.5845573	6.574	6.5759574	6.575	6.5739575	6.576	6.5664576	6.577	6.5616577	6.578	6.5599578	6.579	6.5582579	6.580	6.5567580	6.581	6.5535581	6.582	6.5467582	6.583	6.5435583	6.584	6.5400584	6.585	6.5368585	6.586	6.532586	6.5587	6.5587	6.544588	6.5588	6.542589	6.5589	6.54590	6.51590	6.54591	6.50591	6.53592	6.49592	6.53593	6.49593	6.53594	6.49594	6.52595	6.49595	6.52596	6.48596	6.52597	6.48597	6.51598	6.48598	6.51599	6.48599	6.50600	6.47600	6.50601	6.47601	6.50602	6.47602	6.49603	6.46603	6.4604	6.462604	6.4605	6.459605	6.4606	6.45606	6.47607	6.45607	6.47608	6.44608	6.47609	6.44609	6.46610	6.44610	6.46611	6.44611	6.46612	6.43612	6.45613	6.43613	6.45614	6.43614	6.45615	6.43615	6.44616	6.42616	6.4617	6.416617	6.4618	6.412618	6.4619	6.403619	6.4620	6.401620	6.4621	6.396621	6.4622	6.395622	6.4623	6.394623	6.4624	6.393624	6.4625	6.389625	6.4626	6.381626	6.4627	6.376627	6.4628	6.375628	6.4629	6.371629	6.4630	6.367630	6.4631	6.364631	6.4632	6.36632	6.39633	6.35633	6.39634	6.35634	6.39635	6.35635	6.39636	6.34636	6.36637	6.34637	6.36638	6.33638	6.36639	6.32639	6.36640	6.31640	6.36641	6.31641	6.36642	6.31642	6.36643	6.31643	6.64644	6.30644	6645645	6.30645	6646646	6.30646	6647647	6.2647	6648	648	6.2648	6649	649	6.2649	6650650	6.28650	6651651	6.28651	6652652	6.27652	6653653	6.2653	6.654654	6.2654	6.655655	6.2655	6.656656	6.2656	6.657657	6.2657	6.658658	6.2658	6.659659	6.2659	6.660660	6.2660	6.661661	6.2661	6.662662	6.2662	6.663663	6.2663	6664	664	6.2664	6665665	6.23665	6666666	6.23666	667	667	6.22667	668	668	6.22668669	5669	6.2166670	5.670	6.2167671	5671	6.21467672	5672	6.2116673	5.673	6.210674	5.2674	6.209675	5.2675	6.205676	5.2676	6.196677	5.2677	6.186678	5.2678	6.176679	5.2679	6.176680	5.2680	6.166681	5.2681	6.16682	5.26682	6.16683	5.26683	6.16684	5.26684	6.16685	5.25685	6.16686	5.25686	6.16687	5.25687	6.16688	5.24688	6.16689	5.24689	6.16690	5.24690	6.16691	5.24691	6.16692	5.2692	6.169693	5.2693	6.069694	5.2694	6.694695	5.2695	695	6696	5.2696	696	6697	5.2697	697	6698	5.2698	698	6699	5.2699	699	6700	5.700	700	6.701	5.701	701	6702	5.2702	702	6703	5.2703	703	6704	5.2704	704	705	5.20705	705	706	5.20706	706	707	5.19707	707	708	5.1708	6708	709	5.1709	6709710	5.17710	671711	5.176711	671712	5.17712	6.71713	5.16713	6.71714	5.16714	6.71715	5.16715	6.71716	5.16716	6.71717	5.15717	5.71718	5.14718	5.71719	5.719	5.9871720	5.720	5.9872721	5.721	5.9772722	5.722	5.9772723	5.723	5.9772724	5724	5.96724725	5725	5.96725726	726	5.964726727	727	5.961727728728	5.96037287729	5.9550797297730	5.9473287307731	5.9428337317732	5.9399787327733	5.9356867337734	5.9321897347735	5.9279497357736	5.9271337367737	5.9206337377738	5.9163617387739	5.9083517397740	5.9041017474741	5.8962727474742	5.895462747743	5.8935903747744	5.8921451747745	5.8861159747746	5.8796180747747	5.8775559747748	5.8771865747749	5.8672800747750	5.8650884757751	5.8627646757752	5.8591888757753	5.8521819757754	5.8491905757755	5.8431495757756	5.8359629757757	5.8324552757758	5.8235773757759	5.8209260757760	5.8196838767761	5.8116359767762	5.8107145767763	5.8079349767764	5.8041577647765	5.8014057657766	5.7978457667767	5.7974767677768	5.7966977687769	5.7912907697770	5.790816770771	5.7830825771772	5.7821447772773	5.778128773	774	5.77629774	5775	5.7755775	77776	5.773776	577777	5.770777	577778	5.766778	577779	5.764779	578780	5.761780	578781	5.75781	5.7782	5.757782	783783	5.756783	784784	5.753784	785785	5.747785	786786	5.735786	787787	5.731787	788788	5.728788	789789	5.728789	790790	5.725790	791791	5.721791	792792	5.716792	79793	5.7131793	79794	5.7126794	79795	5.71795	5.79796	5.71796	5.79797	5.70797	5.79798	5.70798	5.79799	5.69799	5.80800	5.69800	5.80801	5.69801	5.80802	5.68802	5.80803	5.68803	5.80804	5.68804	5.8805	5.681805	5.8806	5.678806	5.8807	5.67807	5.78808	5.67808	5.78809	5.67809	5.7810	5.67810	5.77811	5.66811	5.76812	5.66812	5.76813	5.66813	5.75814	5.65814	5.75815	5.65815	5.75816	5.65816	5.75817	5.65817	5.81818	5.65818	5.8819	5.647819	5.8820	5.643820	5.8821	5.639821	5.8822	5.638822	5.8823	5.635823	5.824	5.630824	5.7825	5.628825	5.7826	5.623826	5.7827	5.621827	5.7828	5.620828	5.7829	5.618829	5.830	5.6144830	5.831	5.6082831	5.832	5.6045832	5.833	5.59833	5.69834	5.59834	5.69835	5.59835	5.68836	5.59836	5.67837	5.5837	5.675838	5.5838	5.678839	5.5839	5.678840	5.5840	5.668841	5.5841	5.668842	5.5842	5.668843	5.5843	5.668844	5.844	5.6628845	5.845	5.6588846	5.846	5.6548847	5847	5.65438848	5848	5.65138849849	5.6503528850850	5.6500148851851	5.6478238852852	5.6464098853853	5.6460138854854	5.6406488855855	5.6386158856856	5.6349485857857	5.6325085858858	5.6304785859859	5.6286386860860	5.6282286861861	5.6225286862862	5.6201686863863	5.6175386864864	5.613865	865865	5.608866	866866	5.605867	867867	5.602868	868868	5.597869	869869	5.59870	4870870	5.5871	4.871871	5.5872	4.872872	5.5873	4.873873	5.5874	4.874874	5.5875	4.875875	5.5876	4876876	5.58877	4877877	5.57878	4878878	5.57879	4879879	5.57880	4880880	5.57881	4881881	5.57882	4882882	5.57883	4883883	5.56884	4884884	5.56885	4885885	5.5886	4.886886	5.5887	4.8887	5.563888	4.8888	5.55889	4.68889	5.55890	4.68890	5.55891	4.68891	5.55892	4.68892	5.54893	4.6893	5.547894	4.894	5.5448895	4.895	5.5407896	4.896	5.5395897	4.897	5.5370898	4.898	5.5289899	4.899	5.5264900	4.900	5.5224901	4.901	5.5182902	4.902	5.5155903	4.903	5.5134904	4904	5.51274905	4905	5.50744906	4906	5.50455907	4907	5.5015908	4.908	5.4959909	4909	5.491910	4.6910	5.491911	4.6911	5.488912	4.6912	5.483913	4.5913	5.482914	4.5914	5.481915	4.5915	5.481916	4.5916	5.477917	4.5917	5.475918	4.5918	5.466919	4.919	5.4631920	4.920	5.4596921	4.921	5.4583922	4.922	5.4578923	4923	5.45501924	4924	5.45059925	4925	5.44689926	4926	5.44642927	4927	5.44569928	4928	5.44305929	4929	5.44205930	4930	5.44079931	4931	5.43719932	4932	5.43425933	4933	5.43034934	4934	5.43019935	4935	5.42827936	4936	5.4259937	4937	5.42227938	938	5.420685939	939	5.417125940	940	5.415104941941	5.4139951942942	5.4092031943943	5.4083897944944	5.4056344945945	5.4008049946946	5.3992894947947	5.3980187948948	5.3953886949949	5.3941731950950	5.3897627951951	5.3850626952952	5.3800265953953	5.3773224954954	5.3709172955955	5.3646370956956	5.3597823957957	5.3563511958958	5.3557648959959	5.35456159960	5.3527058529961	5.35044574
962	5.348359345
963	5.347032597
964	5.342717413
965	5.3419892
966	5.336018177
967	5.335484076
968	5.33462255
969	5.333800777
970	5.327091694
971	5.32432325
972	5.322428675
973	5.319881456
974	5.31149481
975	5.307749272
976	5.304164056
977	5.302833003
978	5.300690772
979	5.298913456
980	5.296438499
981	5.294916089
982	5.29097287
983	5.286979017
984	5.286101446
985	5.28350383
986	5.280679158
987	5.277618143
988	5.274169909
989	5.26773779
990	5.264820683
991	5.264168924
992	5.260783585
993	5.258624322
994	5.255924231
995	5.255292336
996	5.253929134
997	5.252608639
998	5.249386818
999	5.246610175
1000	5.244268583
1001	5.24113043
1002	5.23905608
1003	5.236883417
1004	5.235718884
1005	5.230326001
1006	5.226588419
1007	5.225193123
1008	5.223930684
1009	5.223366727
1010	5.221727492
1011	5.220121504
1012	5.213924582
1013	5.213360078
1014	5.212090517
1015	5.207615055
1016	5.206688535
1017	5.204896902
1018	5.204092328
1019	5.196657374
1020	5.195799725
1021	5.19434454
1022	5.193263759
1023	5.192479109
1024	5.191374111
1025	5.188190927
1026	5.185945375
1027	5.180391556
1028	5.176089565
1029	5.174561104
1030	5.171922424
1031	5.165704381
1032	5.164133572
1033	5.162123469
1034	5.160954929
1035	5.158779912
1036	5.154917385
1037	5.154216751
1038	5.150988739
1039	5.147144367
1040	5.144734306
1041	5.143230687
1042	5.138981954
1043	5.137483411
1044	5.133633311
1045	5.130040508
1046	5.12479113
1047	5.122363433
1048	5.121622589
1049	5.119616649
1050	5.118810974
1051	5.117571205
1052	5.11650111
1053	5.110642606
1054	5.110172211
1055	5.108547634
1056	5.10481566
1057	5.101925221
1058	5.100999308
1059	5.100578107
1060	5.098330424
1061	5.093878006
1062	5.091470295
1063	5.088406966
1064	5.086039433
1065	5.085836928
1066	5.083276645
1067	5.081506226
1068	5.08045151
1069	5.080069696
1070	5.078297124
1071	5.077464782
1072	5.074645161
1073	5.071582979
1074	5.071394847
1075	5.071031577
1076	5.067395356
1077	5.064304335
1078	5.061606019
1079	5.056915831
1080	5.055445844
1081	5.051599641
1082	5.048025223
1083	5.047156827
1084	5.042516174
1085	5.040296493
1086	5.037088177
1087	5.031222266
1088	5.030296285
1089	5.029250674
1090	5.028702194
1091	5.025680903
1092	5.022961525
1093	5.020212332
1094	5.016610453
1095	5.015065712
1096	5.014027411
1097	5.010812549
1098	5.008870463
1099	5.00348707
1100	5.002974367
1101	5.001320923
1102	4.999093486
1103	4.997610868
1104	4.993873356
1105	4.988569194
1106	4.984994886
1107	4.98316581
1108	4.982102457
1109	4.980887655
1110	4.978797254
1111	4.975598572
1112	4.972659928
1113	4.970389796
1114	4.968216083
1115	4.966532768
1116	4.964764401
1117	4.959480885
1118	4.953738139
1119	4.951150279
1120	4.94733042
1121	4.943947673
1122	4.942573059
1123	4.942343856
1124	4.941527421
1125	4.939076347
1126	4.938674101
1127	4.936156303
1128	4.935793776
1129	4.93288507
1130	4.931351756
1131	4.929303965
1132	4.925776131
1133	4.923413161
1134	4.921872331
1135	4.920181016
1136	4.916656018
1137	4.914227718
1138	4.910925102
1139	4.90865571
1140	4.906998033
1141	4.903223386
1142	4.902714315
1143	4.902013734
1144	4.896568971
1145	4.895302361
1146	4.891086836
1147	4.889905968
1148	4.888410457
1149	4.88751568
1150	4.887022606
1151	4.880076375
1152	4.879105691
1153	4.875234677
1154	4.873151989
1155	4.872129351
1156	4.870628369
1157	4.870439794
1158	4.867695833
1159	4.866424633
1160	4.858501878
1161	4.852332219
1162	4.851627397
1163	4.850254498
1164	4.849282972
1165	4.844422237
1166	4.843979874
1167	4.84133404
1168	4.838328525
1169	4.834286621
1170	4.830616914
1171	4.829974974
1172	4.828586593
1173	4.827507181
1174	4.825037986
1175	4.821010962
1176	4.817621919
1177	4.81309848
1178	4.812795602
1179	4.810089101
1180	4.809560381
1181	4.808984072
1182	4.808859808
1183	4.80711532
1184	4.801241701
1185	4.799226143
1186	4.796455442
1187	4.789840498
1188	4.784183314
1189	4.78339552
1190	4.783121458
1191	4.7826652
1192	4.780699091
1193	4.779441687
1194	4.777266263
1195	4.776434654
1196	4.775814296
1197	4.774838663
1198	4.774565755
1199	4.770313824
1200	4.768871892
1201	4.767280241
1202	4.760596082
1203	4.759719161
1204	4.756538494
1205	4.751672931
1206	4.746740212
1207	4.746329253
1208	4.744154119
1209	4.740804568
1210	4.738249879
1211	4.738118245
1212	4.737695292
1213	4.73569764
1214	4.733824628
1215	4.730118234
1216	4.728078859
1217	4.727767005
1218	4.726556202
1219	4.725690761
1220	4.725424395
1221	4.723519664
1222	4.721693219
1223	4.720477424
1224	4.718098671
1225	4.717416685
1226	4.716434055
1227	4.712902908
1228	4.710163658
1229	4.707970348
1230	4.706436721
1231	4.70244469
1232	4.701300943
1233	4.700516232
1234	4.699794896
1235	4.697782153
1236	4.694982035
1237	4.694594236
1238	4.692601837
1239	4.689546202
1240	4.688920192
1241	4.686422701
1242	4.683608439
1243	4.682336933
1244	4.681513824
1245	4.680226991
1246	4.675382728
1247	4.674043063
1248	4.668767022
1249	4.667613524
1250	4.66711217
1251	4.666113711
1252	4.66267522
1253	4.65961403
1254	4.655631151
1255	4.65441393
1256	4.653957102
1257	4.652764412
1258	4.652544218
1259	4.646703789
1260	4.646167354
1261	4.643611393
1262	4.640695139
1263	4.63981716
1264	4.639097649
1265	4.63400174
1266	4.630750856
1267	4.626892316
1268	4.625336556
1269	4.623645656
1270	4.622499592
1271	4.621588219
1272	4.618332256
1273	4.616860833
1274	4.614052568
1275	4.612469948
1276	4.612006427
1277	4.609563951
1278	4.608500165
1279	4.604614186
1280	4.604112919
1281	4.603045477
1282	4.598756801
1283	4.598151953
1284	4.594693153
1285	4.593106207
1286	4.589435934
1287	4.58636331
1288	4.585315231
1289	4.584144797
1290	4.583538897
1291	4.581601563
1292	4.581448403
1293	4.580312049
1294	4.578577361
1295	4.576777329
1296	4.57334678
1297	4.571527337
1298	4.567621817
1299	4.566411685
1300	4.562738494
1301	4.559984429
1302	4.558182819
1303	4.557653848
1304	4.552847196
1305	4.551517625
1306	4.549351912
1307	4.54660407
1308	4.544623116
1309	4.544303734
1310	4.539952535
1311	4.533048728
1312	4.532092027
1313	4.530467905
1314	4.52973068
1315	4.528739437
1316	4.528418882
1317	4.526553276
1318	4.523335791
1319	4.521129116
1320	4.520489662
1321	4.518330623
1322	4.517184505
1323	4.51693178
1324	4.515879428
1325	4.515113272
1326	4.514230133
1327	4.511484317
1328	4.508973396
1329	4.501725011
1330	4.501398579
1331	4.500975937
1332	4.497965584
1333	4.495364267
1334	4.495109468
1335	4.49249226
1336	4.49131984
1337	4.489108792
1338	4.488334954
1339	4.482281253
1340	4.480659096
1341	4.478234309
1342	4.475754974
1343	4.473693969
1344	4.471539761
1345	4.470735965
1346	4.466688063
1347	4.465989213
1348	4.464014035
1349	4.461523103
1350	4.460293188
1351	4.4559003
1352	4.455016671
1353	4.4530889
1354	4.450637067
1355	4.449173163
1356	4.447016424
1357	4.444107763
1358	4.443430705
1359	4.442001973
1360	4.439285345
1361	4.436871914
1362	4.436427974
1363	4.434578547
1364	4.433810965
1365	4.431143758
1366	4.428362439
1367	4.427840148
1368	4.426852414
1369	4.426547517
1370	4.425419294
1371	4.423385887
1372	4.420264015
1373	4.415591928
1374	4.413231385
1375	4.412917256
1376	4.411599513
1377	4.409227194
1378	4.406164975
1379	4.404360589
1380	4.403407032
1381	4.402829308
1382	4.400992854
1383	4.398425207
1384	4.393936447
1385	4.392376836
1386	4.391283394
1387	4.388516834
1388	4.385952677
1389	4.385842596
1390	4.381776895
1391	4.380505644
1392	4.380079574
1393	4.376666161
1394	4.372154782
1395	4.368355003
1396	4.368125015
1397	4.368084029
1398	4.367874043
1399	4.366841264
1400	4.36482828711401	4.36254773411402	4.36120690711403	4.36058431711404	4.36007044511405	4.35972419911406	4.35732748711407	4.35433981
1408	4.353232132
1409	4.352079797
1410	4.351508214
1411	4.351178277
1412	4.351159877
1413	4.34904652
1414	4.345571745
1415	4.345060968
1416	4.342815425
1417	4.342365612
1418	4.341187234
1419	4.339957263
1420	4.335018469
1421	4.333812182
1422	4.330561689
1423	4.330047219
1424	4.329928913
1425	4.32817063711426	4.32181942511427	4.32108966511428	4.31770348141429	4.31392414141430	4.31067113141431	4.31011346141432	4.30856684141433	4.30633094141434	4.30453863141435	4.29980251141436	4.29789655141437	4.29738926141438	4.29038837141439	4.28961281141440	4.28851275141441	4.28802700141442	4.28733889141443	4.28310534141444	4.28205290141445	4.27921294141446	4.27905879141447	4.27854914141448	4.27722271141449	4.27649600141450	4.27616137141451	4.27449328141452	4.27441294141453	4.27121214541454	4.27109514551455	4.26886914561456	4.26729414571457	4.26582314581458	4.264781459	1459	4.264441460	1460	4.26201461	41461	4.25951462	41462	4.25531463	41463	4.25391464	41464	4.25151465	41465	4.24691466	41466	4.24311467	1467	4.241671468	1468	4.2406614691469	4.23708214701470	4.23574514711471	4.23497614721472	4.23379814731473	4.233681474	1474	4.233321475	1475	4.231381476	1476	4.228131477	1477	4.224611478	1478	4.218671479	1479	4.217151480	1480	4.21691481	1481	4.214741482	1482	4.214071483	1483	4.2118314841484	4.2106531481485	4.20843821481486	4.20583771481487	4.20391981481488	4.20204621481489	4.20196014901490	4.201781491	1491	4.197781492	1492	4.196971493	1493	4.194471494	1494	4.191121495	1495	4.189511496	1496	4.187401497	1497	4.186471498	1498	4.186001499	1499	4.183191500	1500	4.179651501	1501	4.1785615021502	4.1774311501503	4.17655691501504	4.17608181501505	4.17371471501506	4.17276631501507	4.17143411501508	4.16983221501509	4.1693108151510	4.16914434151511	4.16906840151512	4.16693161151513	4.1630604811514	4.16136547
1515	4.160392046
1516	4.156583296
1517	4.153934816
1518	4.151950707
1519	4.14896806311520	4.14829412711521	4.14499395911522	4.14315924911523	4.139063
1524	4.137713884
1525	4.133170321
1526	4.132594662
1527	4.129959166
1528	4.12962293
1529	4.128022889
1530	4.124036222
1531	4.123413209
1532	4.12334148
1533	4.122114216
1534	4.120237085
1535	4.116980886
1536	4.116168792
1537	4.115546173
1538	4.115459935
1539	4.113722508
1540	4.112278418
1541	4.109436314
1542	4.107377967
1543	4.103226572
1544	4.103166009
1545	4.100919401
1546	4.100239977
1547	4.099022434
1548	4.097912702
1549	4.097767023
1550	4.096483154
1551	4.095878945
1552	4.095427289
1553	4.094248871
