iter	Passed	Remaining
284	4645	11654
285	4657	11628
286	4684	11637
287	4710	11646
288	4737	11656
289	4758	11650
290	4782	11651
291	4804	11648
292	4826	11647
293	4849	11645
294	4868	11634
295	4892	11636
296	4915	11636
297	4936	11629
298	4957	11622
299	4976	11611
300	4998	11608
301	5019	11601
302	5037	11588
303	5052	11568
304	5074	11563
305	5097	11560
306	5119	11555
307	5141	11552
308	5161	11542
309	5181	11534
310	5203	11528
311	5226	11524
312	5248	11520
313	5269	11513
314	5290	11504
315	5311	11496
316	5332	11489
317	5351	11476
318	5372	11469
319	5393	11460
320	5414	11453
321	5435	11444
322	5449	11422
323	5472	11418
324	5484	11390
325	5501	11374
326	5522	11366
327	5543	11358
328	5559	11339
329	5581	11331
330	5600	11320
331	5621	11311
332	5644	11305
333	5666	11298
334	5687	11290
335	5708	11281
336	5727	11267
337	5747	11257
338	5762	11236
339	5776	11213
340	5799	11207
341	5820	11199
342	5836	11179
343	5854	11163
344	5876	11156
345	5900	11153
346	5925	11150
347	5949	11146
348	5969	11134
349	5985	11116
350	6001	11097
351	6020	11083
352	6041	11072
353	6060	11059
354	6084	11054
355	6104	11042
356	6129	11040
357	6148	11025
358	6170	11017
359	6187	10999
360	6213	10997
361	6234	10987
362	6256	10978
363	6273	10961
364	6286	10936
365	6300	10914
366	6318	10897
367	6340	10888
368	6360	10877
369	6379	10862
370	6399	10849
371	6421	10840
372	6444	10832
373	6464	10820
374	6483	10805
375	6502	10790
376	6524	10781
377	6541	10764
378	6563	10754
379	6584	10742
380	6601	10725
381	6624	10716
382	6637	10692
383	6654	10675
384	6675	10664
385	6694	10649
386	6716	10639
387	6734	10621
388	6752	10606
389	6774	10595
390	6795	10584
391	6817	10574
392	6839	10563
393	6861	10553
394	6883	10542
395	6899	10524
396	6920	10511
397	6941	10499
398	6961	10485
399	6983	10475
400	7004	10463
401	7021	10445
402	7042	10432
403	7064	10422
404	7085	10409
405	7109	10401
406	7133	10392
407	7155	10381
408	7173	10365
409	7196	10355
410	7216	10341
411	7239	10332
412	7260	10319
413	7267	10287
414	7292	10279
415	7316	10270
416	7335	10255
417	7358	10245
418	7379	10232
419	7401	10221
420	7422	10208
421	7440	10190
422	7460	10177
423	7478	10159
424	7500	10147
425	7517	10129
426	7538	10115
427	7555	10097
428	7573	10080
429	7597	10070
430	7621	10061
431	7638	10043
432	7659	10030
433	7684	10021
434	7707	10010
435	7728	9997
436	7746	9980
437	7765	9964
438	7786	9951
439	7809	9938
440	7830	9926
441	7851	9911
442	7868	9893
443	7888	9878
444	7905	9859
445	7927	9846
446	7944	9828
447	7966	9816
448	7987	9802
449	8010	9790
450	8028	9772
451	8050	9760
452	8064	9737
453	8088	9727
454	8101	9703
455	8123	9691
456	8141	9673
457	8163	9660
458	8184	9646
459	8205	9632
460	8224	9616
461	8234	9588
462	8244	9562
463	8266	9549
464	8288	9536
465	8307	9520
466	8331	9508
467	8355	9498
468	8379	9487
469	8401	9473
470	8419	9456
471	8442	9443
472	8462	9428
473	8484	9415
474	8504	9399
475	8523	9382
476	8539	9363
477	8563	9351
478	8577	9329
479	8599	9315
480	8620	9301
481	8637	9282
482	8659	9269
483	8677	9251
484	8699	9237
485	8721	9223
486	8737	9204
487	8759	9189
488	8778	9173
489	8798	9158
490	8816	9139
491	8834	9121
492	8852	9103
493	8872	9088
494	8895	9075
495	8905	9049
496	8926	9034
497	8949	9021
498	8971	9007
499	8992	8992
500	9014	8978
501	9036	8964
502	9057	8949
503	9080	8936
504	9102	8921
505	9121	8905
506	9143	8890
507	9162	8873
508	9182	8858
509	9204	8843
510	9227	8829
511	9244	8811
512	9263	8793
513	9285	8779
514	9306	8764
515	9327	8749
516	9342	8727
517	9357	8707
518	9372	8685
519	9390	8668
520	9412	8653
521	9434	8639
522	9452	8621
523	9473	8605
524	9495	8590
525	9518	8577
526	9536	8559
527	9554	8541
528	9572	8522
529	9592	8506
530	9615	8492
531	9640	8480
532	9661	8464
533	9682	8449
534	9707	8437
535	9728	8421
536	9745	8402
537	9767	8387
538	9792	8375
539	9813	8359
540	9831	8341
541	9852	8325
542	9870	8307
543	9885	8286
544	9905	8270
545	9922	8250
546	9944	8235
547	9964	8219
548	9989	8206
549	10012	8192
550	10034	8176
551	10056	8162
552	10081	8148
553	10097	8129
554	10118	8113
555	10133	8092
556	10151	8074
557	10185	8067
558	10213	8057
559	10233	8040
560	10248	8019
561	10263	7999
562	10285	7983
563	10307	7968
564	10329	7952
565	10351	7937
566	10369	7918
567	10390	7902
568	10411	7886
569	10432	7869
570	10455	7855
571	10474	7837
572	10495	7821
573	10516	7805
574	10530	7783
575	10548	7764
576	10560	7741
577	10579	7724
578	10601	7708
579	10616	7687
580	10633	7668
581	10654	7652
582	10675	7635
583	10698	7620
584	10723	7607
585	10743	7590
586	10763	7572
587	10788	7559
588	10810	7543
589	10832	7527
590	10854	7511
591	10878	7497
592	10901	7482
593	10911	7457
594	10933	7442
595	10950	7422
596	10966	7402
597	10987	7386
598	11011	7371
599	11031	7354
600	11048	7335
601	11073	7320
602	11090	7301
603	11109	7283
604	11126	7264
605	11147	7247
606	11168	7231
607	11190	7215
608	11212	7198
609	11235	7183
610	11253	7164
611	11274	7147
612	11294	7130
613	11312	7112
614	11330	7093
615	11349	7074
616	11371	7058
617	11392	7042
618	11407	7021
619	11429	7004
620	11447	6986
621	11470	6971
622	11487	6951
623	11506	6933
624	11529	6917
625	11551	6901
626	11572	6884
627	11592	6866
628	11617	6852
629	11640	6836
630	11658	6817
631	11681	6801
632	11703	6785
633	11722	6767
634	11742	6749
635	11761	6731
636	11782	6714
637	11804	6697
638	11825	6680
639	11844	6662
640	11863	6644
641	11887	6628
642	11907	6610
643	11932	6596
644	11959	6582
645	12031	6593
646	12067	6583
647	12084	6564
648	12122	6556
649	12169	6553
650	12216	6549
651	12249	6537
652	12265	6518
653	12287	6500
654	12305	6481
655	12327	6464
656	12350	6447
657	12376	6432
658	12401	6416
659	12428	6402
660	12451	6385
661	12479	6371
662	12502	6354
663	12522	6336
664	12537	6315
665	12556	6297
666	12571	6276
667	12592	6258
668	12614	6241
669	12633	6222
670	12653	6203
671	12673	6186
672	12693	6167
673	12715	6150
674	12731	6129
675	12746	6109
676	12769	6092
677	12793	6075
678	12812	6057
679	12829	6037
680	12850	6019
681	12873	6002
682	12893	5984
683	12914	5966
684	12932	5947
685	12955	5929
686	12977	5912
687	12998	5894
688	13020	5877
689	13042	5859
690	13063	5841
691	13085	5824
692	13103	5804
693	13124	5786
694	13147	5769
695	13169	5752
696	13197	5737
697	13221	5720
698	13244	5703
699	13266	5685
700	13290	5668
701	13315	5652
702	13338	5635
703	13362	5618
704	13383	5600
705	13405	5582
706	13427	5564
707	13449	5546
708	13470	5528
709	13491	5510
710	13512	5492
711	13533	5474
712	13551	5454
713	13571	5436
714	13589	5416
715	13608	5397
716	13627	5378
717	13648	5360
718	13670	5342
719	13692	5324
720	13708	5304
721	13726	5285
722	13749	5267
723	13770	5249
724	13791	5231
725	13810	5212
726	13819	5189
727	13841	5171
728	13859	5152
729	13874	5131
730	13891	5111
731	13912	5093
732	13933	5075
733	13951	5056
734	13966	5035
735	13986	5016
736	14008	4998
737	14029	4980
738	14046	4960
739	14065	4941
740	14083	4922
741	14104	4904
742	14122	4885
743	14144	4866
744	14158	4846
745	14180	4828
746	14197	4808
747	14217	4789
748	14236	4770
749	14257	4752
750	14276	4733
751	14297	4715
752	14320	4697
753	14340	4678
754	14364	4661
755	14386	4643
756	14403	4623
757	14424	4605
758	14447	4587
759	14469	4569
760	14490	4550
761	14514	4533
762	14536	4515
763	14558	4497
764	14581	4479
765	14603	4461
766	14624	4442
767	14645	4424
768	14649	4400
769	14671	4382
770	14682	4360
771	14704	4342
772	14720	4322
773	14739	4303
774	14761	4285
775	14783	4267
776	14802	4248
777	14825	4230
778	14847	4212
779	14870	4194
780	14891	4175
781	14909	4156
782	14935	4139
783	14960	4121
784	14982	4103
785	15006	4085
786	15026	4066
787	15045	4047
788	15068	4029
789	15091	4011
790	15108	3991
791	15127	3972
792	15146	3953
793	15164	3934
794	15184	3915
795	15206	3897
796	15228	3878
797	15249	3860
798	15267	3840
799	15286	3821
800	15304	3802
801	15322	3782
802	15342	3764
803	15363	3745
804	15369	3722
805	15390	3704
806	15407	3684
807	15425	3665
808	15444	3646
809	15466	3627
810	15485	3608
811	15502	3589
812	15523	3570
813	15543	3551
814	15565	3533
815	15588	3515
816	15606	3495
817	15621	3475
818	15641	3456
819	15657	3436
820	15680	3418
821	15702	3400
822	15724	3381
823	15741	3362
824	15764	3343
825	15786	3325
826	15801	3305
827	15819	3286
828	15840	3267
829	15858	3248
830	15879	3229
831	15901	3210
832	15924	3192
833	15948	3174
834	15971	3156
835	15993	3137
836	16014	3118
837	16032	3099
838	16052	3080
839	16071	3061
840	16094	3042
841	16113	3023
842	16139	3005
843	16158	2986
844	16190	2969
845	16213	2951
846	16234	2932
847	16256	2913
848	16277	2895
849	16296	2875
850	16317	2856
851	16341	2838
852	16357	2819
853	16375	2799
854	16394	2780
855	16410	2760
856	16431	2741
857	16449	2722
858	16463	2702
859	16485	2683
860	16506	2664
861	16524	2645
862	16546	2626
863	16569	2608
864	16588	2588
865	16609	2570
866	16631	2551
867	16648	2531
868	16669	2512
869	16691	2494
870	16711	2475
871	16733	2456
872	16752	2437
873	16774	2418
874	16796	2399
875	16817	2380
876	16834	2361
877	16857	2342
878	16880	2323
879	16892	2303
880	16914	2284
881	16927	2264
882	16950	2246
883	16974	2227
884	16994	2208
885	17015	2189
886	17040	2170
887	17061	2151
888	17084	2133
889	17099	2113
890	17122	2094
891	17143	2075
892	17165	2056
893	17188	2037
894	17206	2018
895	17228	1999
896	17248	1980
897	17268	1961
898	17280	1941
899	17302	1922
900	17320	1903
901	17342	1884
902	17368	1865
903	17391	1846
904	17414	1828
905	17435	1808
906	17458	1790
907	17479	1771
908	17497	1751
909	17515	1732
910	17537	1713
911	17559	1694
912	17578	1675
913	17595	1655
914	17615	1636
915	17637	1617
916	17659	1598
917	17681	1579
918	17701	1560
919	17722	1541
920	17745	1522
921	17762	1502
922	17783	1483
923	17800	1464
924	17820	1444
925	17842	1425
926	17861	1406
927	17880	1387
928	17901	1368
929	17923	1349
930	17943	1329
931	17964	1310
932	17982	1291
933	18000	1272
934	18023	1252
935	18040	1233
936	18058	1214
937	18079	1195
938	18100	1175
939	18112	1156
940	18126	1136
941	18146	1117
942	18161	1097
943	18183	1078
944	18205	1059
945	18224	1040
946	18242	1020
947	18264	1001
948	18286	982
949	18306	963
950	18328	944
951	18346	925
952	18368	905
953	18391	886
954	18403	867
955	18425	848
956	18446	828
957	18468	809
958	18490	790
959	18513	771
960	18530	752
961	18555	732
962	18579	713
963	18602	694
964	18622	675
965	18639	656
966	18659	636
967	18675	617
968	18697	598
969	18721	579
970	18743	559
971	18755	540
972	18770	520
973	18791	501
974	18807	482
975	18828	463
976	18849	443
977	18870	424
978	18890	405
979	18905	385
980	18917	366
981	18938	347
982	18956	327
983	18976	308
984	18996	289
985	19016	270
986	19031	250
987	19050	231
988	19070	212
989	19090	192
990	19110	173
991	19131	154
992	19153	135
993	19174	115
994	19195	96
995	19214	77
996	19228	57
997	19240	38
998	19261	19
999	19279	0
