iter	Accuracy	CrossEntropy
68	0.8412921348	0.3798194822
69	0.8412921348	0.3796318242
70	0.8412921348	0.3793115317
71	0.8412921348	0.377970133
72	0.8412921348	0.3766878892
73	0.8412921348	0.3756523861
74	0.8426966292	0.3750891657
75	0.8426966292	0.3741458577
76	0.8441011236	0.3729981092
77	0.8441011236	0.3717763602
78	0.8441011236	0.3712391699
79	0.8441011236	0.370698898
80	0.845505618	0.3700888106
81	0.845505618	0.3696545129
82	0.845505618	0.3690703302
83	0.8469101124	0.3685156973
84	0.845505618	0.3671575627
85	0.8469101124	0.3666898115
86	0.8483146067	0.3660931624
87	0.8483146067	0.3654702037
88	0.8497191011	0.3651876741
89	0.8483146067	0.3646677726
90	0.8497191011	0.3642191227
91	0.8497191011	0.3636971588
92	0.8497191011	0.3629808339
93	0.8511235955	0.3626580418
94	0.8525280899	0.3620645429
95	0.8525280899	0.3612063606
96	0.8539325843	0.3603577802
97	0.8539325843	0.3598391003
98	0.8525280899	0.3593168093
99	0.8539325843	0.3584298843
100	0.8553370787	0.3575852723
101	0.8539325843	0.3572158427
102	0.8539325843	0.3569637514
103	0.856741573	0.356392742
104	0.856741573	0.3561578008
105	0.856741573	0.3555914666
106	0.8553370787	0.3553222114
107	0.856741573	0.3546233559
108	0.8595505618	0.354127239
109	0.8581460674	0.3530296896
110	0.8609550562	0.352590028
111	0.8609550562	0.3522177537
112	0.8609550562	0.351607835
113	0.8609550562	0.3511338782
114	0.8609550562	0.3507795896
115	0.8609550562	0.3507116115
116	0.8609550562	0.3503126644
117	0.8609550562	0.3494613992
118	0.8609550562	0.3491546433
119	0.8609550562	0.3484988012
120	0.8609550562	0.3479336271
121	0.8609550562	0.347370901
122	0.8637640449	0.3469514682
123	0.8651685393	0.345743686
124	0.8651685393	0.3452127128
125	0.8665730337	0.3446709816
126	0.8665730337	0.3441050604
127	0.8665730337	0.3433840004
128	0.8693820225	0.3426328572
129	0.8679775281	0.3424223559
130	0.8679775281	0.3423088933
131	0.8679775281	0.3417577181
132	0.8693820225	0.3412124009
133	0.8693820225	0.3412121758
134	0.8693820225	0.3408502988
135	0.8693820225	0.3402007798
136	0.8707865169	0.3393110846
137	0.8707865169	0.3386191277
138	0.8707865169	0.338322078
139	0.8707865169	0.3375043446
140	0.8707865169	0.3368838653
141	0.8721910112	0.3365725864
142	0.8707865169	0.3362181379
143	0.8721910112	0.3360210259
144	0.8721910112	0.335109349
145	0.8721910112	0.3347835694
146	0.8721910112	0.3345379716
147	0.8707865169	0.3342889389
148	0.8707865169	0.3337843993
149	0.8721910112	0.3335763855
150	0.8721910112	0.3330722725
151	0.8707865169	0.3328431429
152	0.8707865169	0.3328360479
153	0.8707865169	0.332388564
154	0.8707865169	0.3321940912
155	0.8707865169	0.332115891
156	0.8707865169	0.3321062073
157	0.8707865169	0.3317614109
158	0.8735955056	0.3310711756
159	0.8735955056	0.330549788
160	0.875	0.3302557692
161	0.875	0.3300550285
162	0.875	0.3296687607
163	0.875	0.3294448675
164	0.875	0.3293539798
165	0.875	0.3287785872
166	0.875	0.328086115
167	0.875	0.3275710661
168	0.875	0.3273734384
169	0.875	0.3272114338
170	0.875	0.3268637132
171	0.875	0.3266881634
172	0.875	0.326467148
173	0.875	0.3264519905
174	0.875	0.3261475619
175	0.875	0.3260233565
176	0.875	0.3254925458
177	0.875	0.325458957
178	0.875	0.3249603441
179	0.875	0.3246389632
180	0.875	0.3245840042
181	0.875	0.3239482275
182	0.875	0.3239355425
183	0.875	0.3234177646
184	0.875	0.32271042
185	0.875	0.322697928
186	0.875	0.3223399685
187	0.875	0.3220173851
188	0.875	0.3218182528
189	0.875	0.3216585065
190	0.875	0.3216585064
191	0.8764044944	0.3209175209
192	0.8764044944	0.3204818127
193	0.8764044944	0.3200317148
194	0.8778089888	0.3197461948
195	0.8778089888	0.3197070267
196	0.8778089888	0.3193696251
197	0.875	0.3188505973
198	0.875	0.3183679318
199	0.875	0.3182801477
200	0.8764044944	0.3180996317
201	0.8764044944	0.3179924129
202	0.8764044944	0.3176168642
203	0.8764044944	0.3171993134
204	0.8778089888	0.3167139367
205	0.8778089888	0.3166804085
206	0.8778089888	0.3166006289
207	0.8778089888	0.316355505
208	0.8764044944	0.3161252142
209	0.8764044944	0.3156888018
210	0.8778089888	0.3155378505
211	0.8778089888	0.3142009595
212	0.8778089888	0.3135655028
213	0.8778089888	0.3129652739
214	0.8778089888	0.3124099014
215	0.8778089888	0.3122044548
216	0.8778089888	0.311984456
217	0.8778089888	0.3118183246
218	0.8778089888	0.3117952193
219	0.8792134831	0.3114366755
220	0.8792134831	0.3111998622
221	0.8806179775	0.3110646601
222	0.8792134831	0.3107680679
223	0.8792134831	0.3101960673
224	0.8792134831	0.3099903582
225	0.8792134831	0.3097177722
226	0.8806179775	0.3094707585
227	0.8806179775	0.3091083962
228	0.8806179775	0.3087651351
229	0.8806179775	0.3087582616
230	0.8806179775	0.3087264081
231	0.8806179775	0.3087019966
232	0.8806179775	0.3086667155
233	0.8806179775	0.3086327069
234	0.8806179775	0.3081785894
235	0.8806179775	0.3080309342
236	0.8806179775	0.3077580021
237	0.8806179775	0.3073634285
238	0.8806179775	0.3072903008
239	0.8792134831	0.3069299011
240	0.8792134831	0.3069249398
241	0.8792134831	0.3068947729
242	0.8792134831	0.3067379995
243	0.8806179775	0.3065169158
244	0.8806179775	0.3064388997
245	0.8820224719	0.3057735009
246	0.8820224719	0.3057121235
247	0.8820224719	0.3055383505
248	0.8820224719	0.3054840906
249	0.8820224719	0.3053970106
250	0.8820224719	0.3051283895
251	0.8820224719	0.3049652468
252	0.8820224719	0.3040996217
253	0.8820224719	0.3038998356
254	0.8834269663	0.3033732652
255	0.8834269663	0.3033479986
256	0.8834269663	0.3030907495
257	0.8820224719	0.3026961277
258	0.8820224719	0.3022087588
259	0.8820224719	0.3021590876
260	0.8820224719	0.302089384
261	0.8834269663	0.3015218549
262	0.8834269663	0.3015183734
263	0.8848314607	0.3012259941
264	0.8848314607	0.3010780087
265	0.8848314607	0.3009984114
266	0.8862359551	0.3006155078
267	0.8862359551	0.3005522772
268	0.8862359551	0.3004864461
269	0.8862359551	0.2999868291
270	0.8862359551	0.2999478759
271	0.8876404494	0.2992027472
272	0.8876404494	0.2989634711
273	0.8876404494	0.2987830668
274	0.8876404494	0.2986387796
275	0.8876404494	0.2984640757
276	0.8876404494	0.2984299101
277	0.8876404494	0.2983028609
278	0.8890449438	0.2973591906
279	0.8890449438	0.2971334366
280	0.8890449438	0.2966773022
281	0.8890449438	0.2965479518
282	0.8890449438	0.2961760719
283	0.8890449438	0.2960009516
284	0.8890449438	0.2957044677
285	0.8890449438	0.2956607863
286	0.8890449438	0.2953694083
287	0.8890449438	0.2951513977
288	0.8890449438	0.2947774942
289	0.8890449438	0.2941635787
290	0.8890449438	0.294024977
291	0.8890449438	0.293969562
292	0.8890449438	0.2939145393
293	0.8904494382	0.2938589034
294	0.8904494382	0.293770066
295	0.8904494382	0.2935723178
296	0.8904494382	0.2933724425
297	0.8904494382	0.2930554412
298	0.8904494382	0.292481872
299	0.8904494382	0.2921253592
300	0.8904494382	0.2921104614
301	0.8904494382	0.2920654356
302	0.8904494382	0.2916409442
303	0.8904494382	0.2914772175
304	0.8904494382	0.2913125173
305	0.8904494382	0.2908641247
306	0.8904494382	0.290632068
307	0.8904494382	0.2899946398
308	0.8904494382	0.2899274342
309	0.8904494382	0.2898130833
310	0.8904494382	0.289760026
311	0.8904494382	0.2896846473
312	0.8904494382	0.289558327
313	0.8904494382	0.2894844852
314	0.8904494382	0.2894248656
315	0.8904494382	0.2892062542
316	0.8904494382	0.2890135612
317	0.893258427	0.2888099341
318	0.893258427	0.2883662899
319	0.8918539326	0.2883159663
320	0.8946629213	0.2878730489
321	0.893258427	0.2874660748
322	0.8918539326	0.2874070802
323	0.8918539326	0.2870986634
324	0.893258427	0.287017173
325	0.8946629213	0.2865816774
326	0.8960674157	0.2862888572
327	0.8946629213	0.2861791596
328	0.8960674157	0.2861038662
329	0.8960674157	0.2859636555
330	0.8960674157	0.2856750571
331	0.8946629213	0.2856352971
332	0.8960674157	0.2853487801
333	0.8946629213	0.2852760791
334	0.8946629213	0.2851929452
335	0.8946629213	0.2851554393
336	0.8946629213	0.2849399534
337	0.8946629213	0.2838097454
338	0.8946629213	0.2837796598
339	0.8960674157	0.2836184072
340	0.8960674157	0.2833834802
341	0.8960674157	0.2832407202
342	0.8960674157	0.2830938272
343	0.8960674157	0.2828674572
344	0.8946629213	0.2824809342
345	0.8974719101	0.2816320088
346	0.8974719101	0.2812754286
347	0.8974719101	0.2811131689
348	0.8974719101	0.2807632757
349	0.8974719101	0.2805881739
350	0.8974719101	0.2802059798
351	0.8974719101	0.2797575506
352	0.8974719101	0.2790683299
353	0.8974719101	0.2790182235
354	0.8974719101	0.2787487113
355	0.8974719101	0.278633365
356	0.8974719101	0.2780984599
357	0.8974719101	0.2780406668
358	0.8974719101	0.2779149643
359	0.8988764045	0.2775263359
360	0.8988764045	0.2774445172
361	0.8988764045	0.2772499592
362	0.8988764045	0.2771928268
363	0.8988764045	0.2770220501
364	0.8988764045	0.2767800629
365	0.8988764045	0.2767506637
366	0.8988764045	0.2766205913
367	0.8988764045	0.2764194178
368	0.8988764045	0.2763600167
369	0.8988764045	0.2762473287
370	0.8988764045	0.275757533
371	0.8988764045	0.275404161
372	0.8988764045	0.2753546352
373	0.8988764045	0.2748755237
374	0.8988764045	0.2747159676
375	0.8988764045	0.2744894759
376	0.8988764045	0.2744333106
377	0.8988764045	0.2741803206
378	0.8988764045	0.2741356496
379	0.8988764045	0.2740500791
380	0.8988764045	0.2739441415
381	0.9016853933	0.2733325095
382	0.9016853933	0.2731771336
383	0.9016853933	0.2731317234
384	0.9016853933	0.2730788571
385	0.9016853933	0.2730138754
386	0.9016853933	0.2727152944
387	0.9016853933	0.2725964548
388	0.9016853933	0.2725686325
389	0.9016853933	0.272301543
390	0.904494382	0.2718691297
391	0.904494382	0.2717973377
392	0.904494382	0.2714749741
393	0.904494382	0.2712538346
394	0.9030898876	0.2709834978
395	0.9030898876	0.27094892
396	0.9030898876	0.2707857268
397	0.9030898876	0.2706275979
398	0.9030898876	0.2704778529
399	0.904494382	0.2702399871
400	0.904494382	0.2698802828
401	0.9058988764	0.2698213012
402	0.904494382	0.2695807385
403	0.9058988764	0.2694688135
404	0.9073033708	0.2693172757
405	0.9058988764	0.2690107696
406	0.9073033708	0.2688567409
407	0.9073033708	0.2687463491
408	0.9073033708	0.268717517
409	0.904494382	0.2683782933
410	0.9058988764	0.2681053815
411	0.9058988764	0.2680298674
412	0.9073033708	0.2679520658
413	0.9073033708	0.2679207651
414	0.9073033708	0.2677864086
415	0.9073033708	0.2675178799
416	0.9073033708	0.2674247699
417	0.9087078652	0.2670515787
418	0.9115168539	0.2661234093
419	0.9115168539	0.2658993765
420	0.9115168539	0.2658541444
421	0.9115168539	0.2653477736
422	0.9115168539	0.2649758657
423	0.9115168539	0.2648851071
424	0.9129213483	0.264839977
425	0.9129213483	0.2646954533
426	0.9115168539	0.2641437025
427	0.9129213483	0.2633695414
428	0.9129213483	0.2631149359
429	0.9129213483	0.2630816524
430	0.9143258427	0.2629320086
431	0.9143258427	0.2629056215
432	0.9143258427	0.2628050153
433	0.9143258427	0.2625523647
434	0.9143258427	0.2618662404
435	0.9143258427	0.2616080722
436	0.9157303371	0.2613723215
437	0.9171348315	0.2608610966
438	0.9171348315	0.2605261548
439	0.9171348315	0.2602243823
440	0.9171348315	0.2594621424
441	0.9171348315	0.2593605939
442	0.9185393258	0.2589727045
443	0.9185393258	0.2587216533
444	0.9185393258	0.2585043084
445	0.9185393258	0.2579804453
446	0.9185393258	0.25794946
447	0.9185393258	0.2572399078
448	0.9185393258	0.2572090926
449	0.9185393258	0.2561615389
450	0.9185393258	0.2560949322
451	0.9185393258	0.2559402425
452	0.9185393258	0.2559052732
453	0.9185393258	0.2555673072
454	0.9185393258	0.2553922805
455	0.9185393258	0.2552552906
456	0.9185393258	0.2551276526
457	0.9185393258	0.2548655766
458	0.9185393258	0.2547286173
459	0.9185393258	0.2546771175
460	0.9185393258	0.25464168
461	0.9185393258	0.2545501485
462	0.9185393258	0.2545319508
463	0.9199438202	0.2544650093
464	0.9199438202	0.2537881293
465	0.9213483146	0.2536559228
466	0.9213483146	0.2534870344
467	0.9213483146	0.2530949657
468	0.9213483146	0.2530373659
469	0.9213483146	0.2529766209
470	0.9213483146	0.2528633504
471	0.9213483146	0.2526955148
472	0.9213483146	0.2525933533
473	0.922752809	0.2522667169
474	0.922752809	0.2522518398
475	0.922752809	0.2521730169
476	0.9241573034	0.2519021122
477	0.9241573034	0.2517816917
478	0.9241573034	0.2516318194
479	0.922752809	0.2513152921
480	0.922752809	0.250621042
481	0.922752809	0.2505105943
482	0.922752809	0.2501103082
483	0.9241573034	0.2490391458
484	0.9241573034	0.2489303412
485	0.9241573034	0.2485306578
486	0.9241573034	0.2484521739
487	0.9241573034	0.2483057163
488	0.9241573034	0.2482769905
489	0.9255617978	0.2479695586
490	0.9255617978	0.2478555392
491	0.9255617978	0.2477989858
492	0.9255617978	0.2477130178
493	0.9255617978	0.2475346475
494	0.9255617978	0.2471707869
495	0.9241573034	0.247103814
496	0.9241573034	0.2469727184
497	0.9241573034	0.2468076337
498	0.9255617978	0.2466282903
499	0.9255617978	0.2464410116
500	0.9255617978	0.2460874103
501	0.9255617978	0.2458145066
502	0.9255617978	0.2456607412
503	0.9255617978	0.2454205192
504	0.9255617978	0.2453966657
505	0.9255617978	0.2452044928
506	0.9255617978	0.2446349765
507	0.9255617978	0.2440400374
508	0.9255617978	0.2438477616
509	0.9255617978	0.2437992094
510	0.9269662921	0.2434342245
511	0.9283707865	0.2428022473
512	0.9283707865	0.2425554767
513	0.9269662921	0.2419986714
514	0.9269662921	0.241960728
515	0.9283707865	0.241841294
516	0.9283707865	0.2416895187
517	0.9283707865	0.2415703111
518	0.9283707865	0.2413395554
519	0.9283707865	0.2413171313
520	0.9283707865	0.2412826705
521	0.9283707865	0.2411558359
522	0.9283707865	0.2411477421
523	0.9283707865	0.2411173579
524	0.9297752809	0.2407762264
525	0.9297752809	0.2405962282
526	0.9297752809	0.2402639966
527	0.9297752809	0.2401678835
528	0.9297752809	0.2399615659
529	0.9297752809	0.2398438516
530	0.9311797753	0.2394494326
531	0.9311797753	0.2391693451
532	0.9311797753	0.239000806
533	0.9311797753	0.2388504903
534	0.9311797753	0.2387041329
535	0.9311797753	0.23857928
536	0.9311797753	0.2385599854
537	0.9311797753	0.2379923691
538	0.9311797753	0.2377222046
539	0.9311797753	0.237154935
540	0.9311797753	0.2369952369
541	0.9311797753	0.2368762443
542	0.9311797753	0.2365463282
543	0.9311797753	0.2363558525
544	0.9311797753	0.2356489026
545	0.9311797753	0.2354306256
546	0.9311797753	0.2352673522
547	0.9311797753	0.2352249927
548	0.9311797753	0.235195721
549	0.9325842697	0.2348968479
550	0.9325842697	0.2347162204
551	0.9325842697	0.2344051157
552	0.9325842697	0.2341164808
553	0.9325842697	0.2337489195
554	0.9325842697	0.2336905181
555	0.9325842697	0.2334780589
556	0.9325842697	0.2333653421
557	0.9325842697	0.2331306926
558	0.9325842697	0.2324697474
559	0.9325842697	0.2322156067
560	0.9325842697	0.2318960726
561	0.9325842697	0.2318634714
562	0.9325842697	0.2317773228
563	0.9325842697	0.2316205772
564	0.9325842697	0.2311742381
565	0.9325842697	0.2310740248
566	0.9325842697	0.2310023056
567	0.9325842697	0.230883172
568	0.9325842697	0.2307929118
569	0.9325842697	0.2306099339
570	0.9325842697	0.2304451698
571	0.9325842697	0.230360019
572	0.9325842697	0.2298426846
573	0.9325842697	0.2296082288
574	0.9325842697	0.2295180919
575	0.9325842697	0.2290338041
576	0.9325842697	0.2289368176
577	0.9325842697	0.228839095
578	0.9325842697	0.228790175
579	0.9325842697	0.2286312266
580	0.9325842697	0.2284495022
581	0.9325842697	0.2283793207
582	0.9325842697	0.2278357066
583	0.9325842697	0.2278030683
584	0.9325842697	0.2275512568
585	0.9325842697	0.2275103701
586	0.9325842697	0.2272424501
587	0.9325842697	0.2271436451
588	0.9325842697	0.2270291259
589	0.9325842697	0.2268648813
590	0.9325842697	0.2267656696
591	0.9325842697	0.2263068505
592	0.9325842697	0.2262654414
593	0.9325842697	0.2262179164
594	0.9325842697	0.2261236864
595	0.9325842697	0.2260167378
596	0.9325842697	0.2256456649
597	0.9325842697	0.2250995724
598	0.9325842697	0.2250252237
599	0.9325842697	0.2249208135
600	0.9325842697	0.2246851479
601	0.9325842697	0.2243840595
602	0.9325842697	0.2242877883
603	0.9325842697	0.2239625941
604	0.9325842697	0.2235912333
605	0.9325842697	0.2229250767
606	0.9325842697	0.2225302832
607	0.933988764	0.2223444639
608	0.9353932584	0.2222643482
609	0.9367977528	0.2220513905
610	0.9367977528	0.2220190285
611	0.9367977528	0.2216159008
612	0.9367977528	0.2215413562
613	0.9367977528	0.2213272957
614	0.9367977528	0.2208973363
615	0.9367977528	0.2208274108
616	0.9367977528	0.2208224093
617	0.9367977528	0.2206041828
618	0.9367977528	0.2203756885
619	0.9367977528	0.2202240167
620	0.9367977528	0.2200278109
621	0.9367977528	0.2199214878
622	0.9353932584	0.2198337121
623	0.9353932584	0.2197497934
624	0.9367977528	0.2195453495
625	0.9367977528	0.2191991168
626	0.9353932584	0.2190697746
627	0.9367977528	0.2189399965
628	0.9367977528	0.2187200448
629	0.9353932584	0.2186734567
630	0.9367977528	0.2185606473
631	0.9367977528	0.2185039928
632	0.9353932584	0.2182146445
633	0.9353932584	0.2180640061
634	0.9353932584	0.2178931499
635	0.9353932584	0.2173207762
636	0.9353932584	0.2171119165
637	0.9367977528	0.2169576281
638	0.9367977528	0.2167423648
639	0.9367977528	0.216488355
640	0.9367977528	0.2164598416
641	0.9367977528	0.2159906175
642	0.9367977528	0.2157976224
643	0.9367977528	0.2154696674
644	0.9367977528	0.2154424214
645	0.9367977528	0.2150905452
646	0.9367977528	0.2149861983
647	0.9367977528	0.2148453292
648	0.9367977528	0.2146176137
649	0.9367977528	0.2144096045
650	0.9367977528	0.2143213241
651	0.9367977528	0.2138418
652	0.9367977528	0.2138300262
653	0.9367977528	0.2136655424
654	0.9367977528	0.2135467
655	0.9367977528	0.2133239708
656	0.9367977528	0.2132092083
657	0.9367977528	0.2130915873
658	0.9367977528	0.2130362962
659	0.9367977528	0.2128819436
660	0.9367977528	0.2127421199
661	0.9367977528	0.2126603877
662	0.9367977528	0.2121023635
663	0.9367977528	0.2120400405
664	0.9367977528	0.2118904346
665	0.9367977528	0.2118032944
666	0.9367977528	0.2117773747
667	0.9367977528	0.2115877479
668	0.9367977528	0.2112246296
669	0.9367977528	0.2111858525
670	0.9367977528	0.2111262862
671	0.9367977528	0.211025593
672	0.9367977528	0.2110106924
673	0.9367977528	0.2109133964
674	0.9367977528	0.2107381778
675	0.9367977528	0.2107258409
676	0.9367977528	0.2105303583
677	0.9367977528	0.2100427243
678	0.9367977528	0.2099862407
679	0.9367977528	0.2099451466
680	0.9382022472	0.2099283619
681	0.9382022472	0.2094637155
682	0.9382022472	0.2090268164
683	0.9382022472	0.2086288614
684	0.9382022472	0.2085952084
685	0.9382022472	0.2084238383
686	0.9382022472	0.2082626265
687	0.9382022472	0.2081869996
688	0.9382022472	0.2081774657
689	0.9382022472	0.2079472655
690	0.9382022472	0.2078818392
691	0.9382022472	0.2075540629
692	0.9382022472	0.2072191357
693	0.9382022472	0.2071489415
694	0.9382022472	0.2069349237
695	0.9382022472	0.2068234688
696	0.9396067416	0.2064048525
697	0.9396067416	0.2059991177
698	0.9396067416	0.2058452249
699	0.9396067416	0.2057609113
700	0.9396067416	0.2057510634
701	0.9396067416	0.2052714549
702	0.9396067416	0.2051236531
703	0.9396067416	0.2050587289
704	0.9396067416	0.2050415754
705	0.9396067416	0.2049235299
706	0.9396067416	0.2044076227
707	0.9396067416	0.2040044541
708	0.9396067416	0.2038756688
709	0.9396067416	0.2036143861
710	0.941011236	0.2034335328
711	0.9396067416	0.2033324056
712	0.941011236	0.203167765
713	0.941011236	0.2025544662
714	0.941011236	0.2025296917
715	0.941011236	0.2024291657
716	0.941011236	0.2021993305
717	0.941011236	0.2019888249
718	0.941011236	0.2019230272
719	0.9424157303	0.2017162985
720	0.9424157303	0.201310329
721	0.9424157303	0.20126821
722	0.9424157303	0.2012574033
723	0.9424157303	0.201230033
724	0.9424157303	0.2010968319
725	0.9438202247	0.2008419108
726	0.9438202247	0.2007678649
727	0.9452247191	0.2006776787
728	0.9452247191	0.2004867583
729	0.9438202247	0.2001972163
730	0.9452247191	0.200069111
731	0.9452247191	0.1999929881
732	0.9452247191	0.199725233
733	0.9452247191	0.199698634
734	0.9452247191	0.1996204969
735	0.9452247191	0.199205523
736	0.9452247191	0.1991506745
737	0.9452247191	0.1991403437
738	0.9452247191	0.199114535
739	0.9452247191	0.1987496111
740	0.9438202247	0.1982554662
741	0.9438202247	0.1980838467
742	0.9452247191	0.197951485
743	0.9452247191	0.1977934287
744	0.9452247191	0.1975428242
745	0.9452247191	0.1973603081
746	0.9452247191	0.1972438426
747	0.9452247191	0.1969451607
748	0.9452247191	0.1968022297
749	0.9452247191	0.1967127152
750	0.9452247191	0.1966728746
751	0.9452247191	0.196518383
752	0.9466292135	0.1961630863
753	0.9466292135	0.1961012637
754	0.9466292135	0.1959931826
755	0.9466292135	0.1959060067
756	0.9466292135	0.1958270536
757	0.9466292135	0.1957938821
758	0.9466292135	0.1957233011
759	0.9466292135	0.1954292218
760	0.9466292135	0.1953613097
761	0.9466292135	0.1951683
762	0.9466292135	0.1947812879
763	0.9466292135	0.194632741
764	0.9466292135	0.1944230409
765	0.9466292135	0.1941005023
766	0.9466292135	0.1940414891
767	0.9466292135	0.1938425262
768	0.9466292135	0.1936541494
769	0.9466292135	0.1935053072
770	0.9466292135	0.1933919997
771	0.9466292135	0.1933494088
772	0.9466292135	0.193237199
773	0.9466292135	0.1931428541
774	0.9466292135	0.1930456827
775	0.9466292135	0.1930389974
776	0.9466292135	0.1929609797
777	0.9466292135	0.1925973841
778	0.9452247191	0.1923100726
779	0.9452247191	0.1922605805
780	0.9452247191	0.1919636441
781	0.9452247191	0.1918814175
782	0.9452247191	0.1917088244
783	0.9452247191	0.1915496887
784	0.9452247191	0.1914986307
785	0.9452247191	0.1912544693
786	0.9452247191	0.1911389482
787	0.9452247191	0.1907705935
788	0.9452247191	0.1906230741
789	0.9452247191	0.1903585352
790	0.9452247191	0.1903433238
791	0.9452247191	0.1900412104
792	0.9452247191	0.1900208283
793	0.9452247191	0.1894825572
794	0.9452247191	0.1893471965
795	0.9452247191	0.1893249184
796	0.9452247191	0.1890855703
797	0.9466292135	0.1886936545
798	0.9466292135	0.1885693743
799	0.9466292135	0.1883555986
800	0.9452247191	0.188260905
801	0.9466292135	0.1882225617
802	0.9466292135	0.1881064036
803	0.9466292135	0.1880610756
804	0.9466292135	0.1880184642
805	0.9494382022	0.1877258527
806	0.9494382022	0.1875919636
807	0.9494382022	0.1875130459
808	0.9494382022	0.1871787475
809	0.9494382022	0.1871026236
810	0.9494382022	0.1869077543
811	0.9494382022	0.186696344
812	0.9494382022	0.1865623082
813	0.9494382022	0.1859954693
814	0.9494382022	0.1859325866
815	0.9494382022	0.1859104872
816	0.9494382022	0.1858140861
817	0.9494382022	0.185791701
818	0.9494382022	0.1857661678
819	0.9494382022	0.1853319485
820	0.9494382022	0.1849717539
821	0.9494382022	0.18488091
822	0.9494382022	0.1846944162
823	0.9494382022	0.184613947
824	0.9494382022	0.1845798379
825	0.9494382022	0.1845544206
826	0.9494382022	0.1843877767
827	0.9494382022	0.1838929637
828	0.9494382022	0.1838343985
829	0.9494382022	0.1837946445
830	0.9494382022	0.1837829647
831	0.9494382022	0.1836574981
832	0.9494382022	0.1836457223
833	0.9494382022	0.1834941855
834	0.9494382022	0.1834141002
835	0.9508426966	0.1833517654
836	0.9494382022	0.1829831368
837	0.9508426966	0.1826947076
838	0.9508426966	0.1825726844
839	0.9508426966	0.1825431433
840	0.952247191	0.1822203959
841	0.952247191	0.1819630576
842	0.952247191	0.1817935267
843	0.952247191	0.1817137053
844	0.952247191	0.1810204799
845	0.952247191	0.1808276707
846	0.952247191	0.1807554879
847	0.952247191	0.1804462353
848	0.952247191	0.1803394926
849	0.952247191	0.179992253
850	0.952247191	0.1799324577
851	0.952247191	0.1798670546
852	0.952247191	0.1796288851
853	0.952247191	0.1793279161
854	0.952247191	0.1792748021
855	0.952247191	0.1790455707
856	0.952247191	0.1789782259
857	0.952247191	0.1787517499
858	0.952247191	0.1787466989
859	0.952247191	0.1783460735
860	0.952247191	0.1782085663
861	0.9536516854	0.1779947206
862	0.9536516854	0.177608782
863	0.9536516854	0.1772809028
864	0.9536516854	0.1772467408
865	0.9536516854	0.1770517252
866	0.9536516854	0.1769828129
867	0.9536516854	0.1769403143
868	0.9536516854	0.1766499253
869	0.9536516854	0.1764135822
870	0.9536516854	0.1762071401
871	0.9536516854	0.1759518978
872	0.9536516854	0.1759142572
873	0.9536516854	0.1755054498
874	0.9536516854	0.1754235425
875	0.9536516854	0.1752926802
876	0.9536516854	0.1751694192
877	0.9536516854	0.1748444336
878	0.9536516854	0.1747854257
879	0.9536516854	0.1746498958
880	0.9536516854	0.1744742452
881	0.9536516854	0.1742852031
882	0.9536516854	0.1741136128
883	0.9536516854	0.1740600545
884	0.9536516854	0.173858105
885	0.9536516854	0.1738132409
886	0.9536516854	0.1736843051
