iter	Passed	Remaining
286	30729	76341
287	30850	76270
288	30962	76174
289	31080	76094
290	31189	75991
291	31319	75938
292	31457	75906
293	31600	75884
294	31726	75822
295	31836	75720
296	31949	75625
297	32099	75616
298	32233	75571
299	32339	75459
300	32558	75608
301	32657	75479
302	32797	75445
303	32899	75322
304	33033	75272
305	33198	75292
306	33311	75194
307	33539	75355
308	33682	75322
309	33807	75249
310	33912	75130
311	34013	75005
312	34155	74967
313	34277	74885
314	34410	74829
315	34518	74717
316	34647	74650
317	34813	74663
318	34926	74559
319	35042	74465
320	35165	74384
321	35339	74409
322	35598	74613
323	35758	74607
324	35924	74611
325	36075	74585
326	36310	74730
327	36489	74759
328	36688	74826
329	36876	74869
330	37099	74982
331	37242	74933
332	37400	74912
333	37572	74919
334	37721	74880
335	37889	74876
336	38026	74812
337	38173	74766
338	38299	74679
339	38430	74599
340	38541	74482
341	38678	74416
342	38795	74310
343	38915	74211
344	39032	74105
345	39154	74009
346	39258	73878
347	39403	73825
348	39529	73735
349	39696	73722
350	39839	73663
351	39954	73551
352	40079	73460
353	40211	73379
354	40324	73266
355	40424	73127
356	40532	73003
357	40642	72883
358	40753	72766
359	40890	72695
360	41021	72610
361	41162	72546
362	41277	72433
363	41411	72355
364	41538	72265
365	41647	72143
366	41778	72059
367	41896	71953
368	41991	71806
369	42110	71701
370	42215	71573
371	42322	71448
372	42437	71335
373	42560	71237
374	42681	71136
375	42797	71025
376	42905	70901
377	43033	70811
378	43168	70733
379	43269	70597
380	43362	70449
381	43469	70324
382	43593	70227
383	43701	70103
384	43824	70006
385	43961	69927
386	44080	69822
387	44185	69695
388	44289	69564
389	44394	69436
390	44506	69320
391	44632	69226
392	44753	69123
393	44869	69011
394	44997	68920
395	45093	68779
396	45201	68656
397	45307	68530
398	45426	68424
399	45556	68335
400	45676	68229
401	45800	68131
402	45910	68011
403	46008	67873
404	46112	67746
405	46213	67612
406	46326	67497
407	46459	67411
408	46592	67325
409	46721	67233
410	46856	67150
411	46980	67049
412	47101	66945
413	47208	66821
414	47319	66703
415	47454	66618
416	47563	66496
417	47681	66389
418	47812	66297
419	47961	66232
420	48098	66149
421	48209	66030
422	48321	65913
423	48462	65835
424	48644	65812
425	48759	65699
426	48860	65566
427	48966	65440
428	49091	65340
429	49212	65234
430	49322	65115
431	49447	65013
432	49573	64914
433	49698	64813
434	49808	64694
435	49934	64593
436	50065	64501
437	50183	64390
438	50283	64258
439	50387	64130
440	50485	63993
441	50588	63865
442	50701	63749
443	50823	63644
444	50956	63552
445	51072	63439
446	51189	63327
447	51287	63193
448	51415	63095
449	51523	62973
450	51634	62854
451	51726	62713
452	51855	62615
453	51979	62512
454	52116	62425
455	52228	62308
456	52346	62197
457	52456	62077
458	52560	61950
459	52682	61844
460	52831	61770
461	52987	61704
462	53099	61585
463	53200	61455
464	53300	61324
465	53399	61191
466	53490	61050
467	53618	60950
468	53729	60832
469	53843	60716
470	53971	60617
471	54085	60502
472	54217	60407
473	54341	60302
474	54454	60186
475	54591	60096
476	54703	59978
477	54794	59838
478	54910	59724
479	55016	59601
480	55128	59483
481	55274	59403
482	55397	59297
483	55522	59193
484	55647	59089
485	55763	58976
486	55893	58877
487	56019	58774
488	56133	58658
489	56239	58534
490	56354	58420
491	56480	58317
492	56621	58229
493	56731	58109
494	56865	58013
495	56976	57895
496	57093	57782
497	57196	57656
498	57311	57541
499	57433	57433
500	57557	57327
501	57697	57237
502	57832	57142
503	57952	57032
504	58051	56902
505	58143	56764
506	58252	56643
507	58366	56528
508	58467	56400
509	58573	56276
510	58688	56161
511	58793	56037
512	58896	55911
513	59025	55810
514	59150	55705
515	59261	55586
516	59387	55481
517	59494	55359
518	59617	55252
519	59734	55139
520	59832	55009
521	59940	54888
522	60063	54780
523	60196	54682
524	60335	54588
525	60453	54476
526	60623	54411
527	60741	54299
528	60862	54189
529	60963	54062
530	61090	53957
531	61207	53843
532	61342	53746
533	61482	53652
534	61644	53578
535	61781	53482
536	61897	53367
537	62002	53244
538	62135	53143
539	62248	53026
540	62375	52920
541	62503	52816
542	62631	52712
543	62752	52601
544	62875	52492
545	62979	52367
546	63108	52263
547	63228	52152
548	63370	52058
549	63499	51954
550	63657	51873
551	63774	51759
552	63912	51661
553	64050	51563
554	64185	51463
555	64298	51346
556	64411	51228
557	64529	51114
558	64661	51011
559	64813	50924
560	64940	50818
561	65049	50696
562	65218	50622
563	65395	50554
564	65504	50432
565	65617	50314
566	65719	50187
567	65835	50071
568	65955	49958
569	66063	49837
570	66190	49729
571	66313	49619
572	66425	49500
573	66532	49377
574	66649	49263
575	66755	49139
576	66870	49022
577	66979	48901
578	67094	48785
579	67226	48681
580	67405	48610
581	67519	48493
582	67631	48374
583	67773	48277
584	67889	48160
585	68003	48043
586	68109	47920
587	68230	47807
588	68338	47686
589	68447	47565
590	68555	47443
591	68688	47339
592	68821	47234
593	68929	47113
594	69062	47008
595	69204	46910
596	69319	46793
597	69445	46683
598	69553	46562
599	69659	46439
600	69784	46329
601	69908	46218
602	70029	46105
603	70165	46002
604	70288	45890
605	70404	45774
606	70512	45653
607	70597	45516
608	70706	45396
609	70819	45278
610	70962	45178
611	71099	45075
612	71238	44974
613	71364	44864
614	71487	44752
615	71619	44646
616	71744	44535
617	71885	44433
618	72000	44317
619	72116	44200
620	72229	44082
621	72334	43958
622	72441	43836
623	72555	43719
624	72678	43607
625	72792	43489
626	72912	43375
627	73033	43261
628	73168	43156
629	73282	43039
630	73403	42925
631	73510	42803
632	73628	42688
633	73737	42567
634	73846	42446
635	73945	42321
636	74055	42200
637	74185	42092
638	74325	41990
639	74453	41880
640	74569	41763
641	74695	41652
642	74810	41535
643	74916	41413
644	75003	41281
645	75114	41161
646	75216	41037
647	75359	40936
648	75472	40818
649	75607	40711
650	75732	40600
651	75857	40488
652	75998	40385
653	76108	40265
654	76214	40143
655	76336	40030
656	76452	39913
657	76576	39801
658	76698	39687
659	76833	39580
660	76930	39454
661	77037	39333
662	77144	39212
663	77248	39089
664	77365	38973
665	77495	38863
666	77627	38755
667	77738	38636
668	77842	38513
669	77957	38396
670	78066	38277
671	78164	38151
672	78289	38039
673	78421	37930
674	78541	37816
675	78663	37702
676	78782	37587
677	78902	37472
678	79039	37366
679	79143	37243
680	79263	37129
681	79382	37014
682	79517	36906
683	79624	36785
684	79749	36673
685	79864	36555
686	79978	36438
687	80111	36329
688	80237	36217
689	80356	36102
690	80461	35980
691	80560	35856
692	80673	35738
693	80796	35624
694	80912	35508
695	81041	35397
696	81183	35292
697	81298	35175
698	81403	35053
699	81516	34935
700	81625	34815
701	81725	34692
702	81826	34569
703	81952	34457
704	82096	34352
705	82220	34239
706	82315	34113
707	82430	33996
708	82547	33880
709	82673	33768
710	82794	33653
711	82912	33537
712	83036	33424
713	83153	33308
714	83272	33192
715	83378	33071
716	83490	32953
717	83621	32843
718	83756	32733
719	83881	32620
720	84007	32507
721	84133	32394
722	84259	32282
723	84376	32165
724	84499	32051
725	84626	31939
726	84738	31820
727	84849	31701
728	84961	31583
729	85099	31475
730	85290	31385
731	85441	31281
732	85598	31179
733	85722	31065
734	85859	30956
735	86020	30855
736	86132	30736
737	86235	30614
738	86339	30493
739	86447	30373
740	86567	30257
741	86669	30135
742	86773	30014
743	86883	29895
744	86992	29775
745	87116	29661
746	87230	29543
747	87347	29427
748	87447	29304
749	87547	29182
750	87648	29060
751	87765	28944
752	87879	28826
753	87991	28708
754	88097	28587
755	88206	28468
756	88389	28373
757	88591	28283
758	88751	28180
759	88902	28074
760	89039	27963
761	89187	27856
762	89299	27737
763	89464	27635
764	89609	27527
765	89719	27407
766	89845	27293
767	89956	27174
768	90063	27054
769	90169	26933
770	90263	26809
771	90372	26690
772	90472	26568
773	90588	26450
774	90697	26331
775	90812	26213
776	90966	26107
777	91117	25999
778	91253	25888
779	91364	25769
780	91492	25655
781	91611	25538
782	91720	25419
783	91851	25306
784	91966	25188
785	92075	25068
786	92180	24948
787	92275	24825
788	92384	24706
789	92495	24587
790	92647	24479
791	92761	24361
792	92870	24242
793	92980	24123
794	93086	24003
795	93199	23885
796	93308	23766
797	93468	23659
798	93571	23539
799	93684	23421
800	93785	23300
801	93901	23182
802	94014	23064
803	94128	22946
804	94252	22831
805	94366	22713
806	94488	22597
807	94600	22479
808	94742	22368
809	94855	22249
810	94959	22129
811	95085	22014
812	95199	21896
813	95297	21775
814	95423	21660
815	95550	21545
816	95677	21430
817	95790	21312
818	95908	21195
819	96015	21076
820	96130	20959
821	96253	20843
822	96381	20728
823	96501	20612
824	96614	20493
825	96715	20373
826	96832	20256
827	96945	20138
828	97073	20023
829	97197	19907
830	97322	19792
831	97446	19676
832	97570	19560
833	97669	19440
834	97781	19322
835	97892	19203
836	98010	19086
837	98135	18971
838	98274	18858
839	98407	18744
840	98529	18628
841	98658	18513
842	98781	18397
843	98906	18281
844	99073	18173
845	99212	18059
846	99319	17940
847	99447	17825
848	99573	17709
849	99672	17589
850	99773	17469
851	99896	17352
852	100030	17238
853	100161	17123
854	100296	17009
855	100424	16893
856	100530	16774
857	100648	16657
858	100763	16539
859	100901	16425
860	101033	16310
861	101164	16195
862	101293	16080
863	101414	15963
864	101523	15844
865	101635	15726
866	101744	15607
867	101861	15490
868	101993	15375
869	102118	15259
870	102247	15143
871	102362	15025
872	102481	14908
873	102595	14790
874	102719	14674
875	102819	14554
876	102932	14436
877	103037	14317
878	103179	14203
879	103294	14085
880	103416	13968
881	103532	13851
882	103641	13732
883	103757	13615
884	103867	13496
885	103970	13377
886	104080	13259
887	104212	13143
888	104348	13028
889	104467	12911
890	104585	12794
891	104724	12679
892	104839	12562
893	104971	12446
894	105120	12332
895	105252	12216
896	105375	12099
897	105500	11983
898	105614	11865
899	105742	11749
900	105862	11632
901	105978	11514
902	106098	11397
903	106208	11278
904	106331	11161
905	106427	11042
906	106532	10923
907	106649	10805
908	106763	10688
909	106895	10572
910	107042	10457
911	107151	10339
912	107274	10222
913	107390	10104
914	107500	9986
915	107644	9871
916	107783	9755
917	107913	9639
918	108026	9521
919	108149	9404
920	108276	9287
921	108398	9170
922	108510	9052
923	108646	8936
924	108764	8818
925	108893	8702
926	109000	8583
927	109134	8467
928	109253	8349
929	109372	8232
930	109477	8113
931	109600	7996
932	109736	7880
933	109876	7764
934	109999	7647
935	110114	7529
936	110229	7411
937	110349	7293
938	110457	7175
939	110570	7057
940	110676	6939
941	110784	6821
942	110893	6703
943	111024	6586
944	111178	6470
945	111314	6354
946	111434	6236
947	111538	6118
948	111652	6000
949	111759	5882
950	111867	5763
951	111984	5646
952	112117	5529
953	112248	5412
954	112362	5294
955	112482	5177
956	112607	5059
957	112727	4942
958	112867	4825
959	112999	4708
960	113135	4591
961	113261	4473
962	113381	4356
963	113499	4238
964	113614	4120
965	113781	4004
966	113905	3887
967	114014	3769
968	114107	3650
969	114215	3532
970	114326	3414
971	114452	3296
972	114562	3179
973	114724	3062
974	114833	2944
975	114936	2826
976	115032	2708
977	115156	2590
978	115272	2472
979	115408	2355
980	115542	2237
981	115671	2120
982	115797	2002
983	115920	1884
984	116035	1767
985	116162	1649
986	116293	1531
987	116420	1414
988	116548	1296
989	116660	1178
990	116783	1060
991	116913	942
992	117024	824
993	117125	706
994	117250	589
995	117367	471
996	117490	353
997	117616	235
998	117724	117
999	117831	0
